Dates
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '2', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '3', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
["'May", '4', "2021'"]
